Company:,Scotts ID:,Legal Name:,# of Employees:,Address:,Sales:,Square Footage:,Telephone:,Year Established:,Head Office:,Geocoded By:,Fax:,Web Site:,Census Division:,Executives:,NAICS:,Business Types:,Products:,Exporter (Y/N):,Location Address:
The Richmond Studio,18563131,The Richmond Studio,1,123 Bingham Ave,Under $1 Million,,416-698-2875,1970,,Address,,,"Toronto Metropolitan Municipality, ON",Mr. Craig Allen-Pres,541430-Graphic Design Services,"Professional, Scientific & Technical Services",Graphic design services,N,"123 Bingham AveToronto,ONM4E3R2"
The Rostie Group,113993087,The Rostie Group,10,20 Bay St,$1-5 Million,,416-214-1840,1994,,Address,416-214-2043,www.rostiegroup.com,"Toronto Metropolitan Municipality, ON",Ms. Cynthia Rostie-Pres/Founder,"531190-Lessors of Other Real Estate Property
531120-Lessors of Non-Residential Buildings (except Mini-Warehouses)
532420-Office Machinery and Equipment Rental and Leasing","Real Estate
Rental and Leasing Services","Rental: video conferencing equipment, Rental: meeting & conference facilities, Office space rental services: furnished",N,"20 Bay StFloor 11Toronto,ONM5J2N8"
The Rotary Club of Toronto,35913236,The Rotary Club of Toronto,2,H-100 Front St W,Under $1 Million,,416-363-0604,1913,,Address,416-363-0686,www.rotarytoronto.com,"Toronto Metropolitan Municipality, ON",Mrs. Carol Hutchinson-Exec Dir,813410-Civic and Social Organizations,Services,Association: humanitarian,N,"H-100 Front St WToronto,ONM5J1E3"
The Royal Alexandra Theatre,19099664,The Royal Alexandra Theatre,600,260 King St W,$75-100 Million,,416-593-1840,1907,,Address,416-593-9221,www.mirvish.com,"Toronto Metropolitan Municipality, ON",Mr. David Mirvish-Producer,711111-Theatre (except Musical) Companies,"Arts, Entertainment and Recreation",Theatrical production,N,"260 King St WToronto,ONM5V1J2Parent Company:Mirvish Productions400-284 King St WTorontoONM5V1J2Canada"
The Royal Commonwealth Society - Toronto Br,35896284,The Royal Commonwealth Society - Toronto Branch,2,208-133 Richmond St W,N/A,,416-867-8669,,,Address,416-867-3079,toronto.rcs.ca,"Toronto Metropolitan Municipality, ON",Mr. Peter Large-Past Chairman,"813410-Civic and Social Organizations
813920-Professional Organizations",Services,"Association: historical, Association: education",N,"208-133 Richmond St WToronto,ONM5H2L3"
The Royal Conservatory School,33426380,The Royal Conservatory School - Div. of The Royal Conservatory of Music,,273 Bloor St W,N/A,,416-408-2825,1886,,Address,866-263-4447,www.rcmusic.ca,"Toronto Metropolitan Municipality, ON","Doctor. Peter Simon-Pres
Mr. Tony Flynn-COO",611610-Fine Arts Schools,Educational Services,School: performing arts,N,273 Bloor St WM5S1W2
The Royal Philatelic Society,35842287,The Royal Philatelic Society of Canada,5PO Box 69080 RPO St Clair Ctre,,N/A,,416-921-2077,,,Postal Code,416-921-1282,www.rpsc.org,"Toronto Metropolitan Municipality, ON",Mr. George Pepall-Pres,"813990-Other Membership Organizations
813910-Business Associations",Services,"Association: non-profit, Special interest organization",,
The Safe Workplace,120284926,The Safe Workplace,2,19 Ranchdale Cres,N/A,,416-992-8817,,,Address,,www.thesafeworkplace.com,"Toronto Metropolitan Municipality, ON",Ms. Lisa Yu-Pres,541619-Other Management Consulting Services,"Professional, Scientific & Technical Services",Health & safety consultants,N,"19 Ranchdale CresToronto,ONM4E3N5"
The School of Prof Makeup,37411460,The School of Professional Makeup Ltd.,7,1-1776 A Danforth Ave,Under $1 Million,,416-603-3332,1998,,Address,,www.promakeupart.com,"Toronto Metropolitan Municipality, ON","Mr. Robert Closs-Founder/Artistic Dir
Ms. Jenia O’Connor-Instructor","611210-Community Colleges and C.E.G.E.P.s
611510-Technical and Trade Schools
611690-All Other Schools and Instruction",Educational Services,"College: private, School: esthetics, Training courses: makeup",N,"1-1776 A Danforth AveToronto,ONM4C1H8"
The School of TO Dance Theatre,81749776,The School of Toronto Dance Theatre,7,80 Winchester St,Under $1 Million,,416-967-6887,,,Address,416-967-4379,www.schooloftdt.org,"Toronto Metropolitan Municipality, ON","Ms. Louise Plunkett-Student Servs Coord
Ms. Andrea Roberts-Artistic Coord-Prof Progs",611310-Universities,Educational Services,College: degree-granting,N,"80 Winchester StToronto,ONM4X1B2"
The Score Inc.,92510596,The Score Inc.,240,500 King St W,N/A,,416-479-8812,,,Address,416-361-2045,www.thescore.com,"Toronto Metropolitan Municipality, ON","Mr. James Bigg-Dir-Commun
Mr. Tom Hearne-CFO
Mr. Benjamin Levy-Pres/COO
Mr. John Levy-Chm/CEO","541514-Computer Systems Design and Related Services (Except Video Game Design and Development)
511211-Software Publishers (Except Video Game Publishers)","Professional, Scientific & Technical Services
Information and Cultural Industries","Computer software: mobile devices, Application development",N,"500 King St WFloor 4Toronto,ONM5V1L9"
The Second City Inc.,113993121,The Second City Inc.,100,51 Mercer St,$25-50 Million,,416-343-0011,1973,,Address,416-343-0034,secondcity.com,"Toronto Metropolitan Municipality, ON",Ms. Erin Peirce-Dir-Sls,"711311-Live Theatres and Other Performing Arts Presenters with Facilities
711112-Musical Theatre and Opera Companies","Arts, Entertainment and Recreation","Dinner theater, Entertainment facility",N,"51 Mercer StToronto,ONM5V1H2"
The Second City Inc.,59421463,The Second City Inc.,100,201-99 Blue Jays Way,$5-10 Million,,416-343-0033,1959,,Address,416-343-0034,www.secondcity.com,"Toronto Metropolitan Municipality, ON","Mr. Andrew Alexander-Co-Chairman/CEO
Mr. Klaus Schuller-Exec Dir
Ms. Liana Vieira-Adm Coord","711410-Agents and Managers for Artists, Athletes, Entertainers and Other Public Figures
531120-Lessors of Non-Residential Buildings (except Mini-Warehouses)","Real Estate
Arts, Entertainment and Recreation","Theatre buildings: operation, Entertainment agency",N,"201-99 Blue Jays WayToronto,ONM5V9G9"
The Segal Company Ltd.,19052539,The Segal Company Ltd.,20,802-45 St Clair Ave W,N/A,,416-969-3960,1945,,Address,,www.segalco.ca,"Toronto Metropolitan Municipality, ON",Mr. Cameron McNeill-Sr VP,541612-Human Resources Consulting Services,"Professional, Scientific & Technical Services",Benefits consulting service,N,"802-45 St Clair Ave WToronto,ONM4V1K9Parent Company:The Segal Company333 West 34th StNew YorkNY10016United States"
The Senator Restaurant Limited,19155333,The Senator Restaurant Limited,20,249 Victoria St,N/A,"2,000",416-364-7517,1929,,Address,,www.thesenator.com,"Toronto Metropolitan Municipality, ON","Mrs. Anne Hollyer-Gen Mgr
Mr. Robert Sniderman-Owner",722511-Full-Service Restaurants,Accommodation and Food Services,Restaurant: full-service,N,249 Victoria StM5B1T8
The Sherwin-Williams Canada Inc.,18983511,The Sherwin-Williams Canada Inc.,4,24 Carlaw Ave,$1-5 Million,"5,000",416-504-8778,1990,The Sherwin-Williams Canada Inc.170 Brunel RdMississaugaONL4Z1T5,Address,416-504-8886,www.sherwin-williams.com,"Toronto Metropolitan Municipality, ON","Mr. Mike Franklyn-Asst Mgr
Mr. Jody Whitwoith-Mgr","416340-Paint, Glass and Wallpaper Merchant Wholesalers",Wholesaler,"Paints, Coatings: industrial, Coatings: protective, Coatings: specialty",N,"24 Carlaw AveToronto,ONM4M2R7"
The Source Shop Ltd.,92508658,The Source Shop Ltd.,3,119 Jefferson Ave,N/A,"1,900",416-588-6712,1993,,Address,416-588-6869,www.sourceshop.com,"Toronto Metropolitan Municipality, ON","Ms. Jeri Martin-Accntg Mgr
Ms. Louise Nardella-Dir-Sls/Pres","443143-Appliance, Television and Other Electronics Stores",Retail,Electronic equipment store,N,"119 Jefferson AveToronto,ONM6K3E4"
The Sports Centre Café Inc.,19438309,The Sports Centre Café Inc.,30,49 St Clair Ave W,$1-5 Million,"7,000",416-928-9525,1998,,Address,416-928-1790,,"Toronto Metropolitan Municipality, ON","Mr. Dino Kioulmetis-Mgr
Mr. George Kioulmetis-Owner","722511-Full-Service Restaurants
722410-Drinking Places (Alcoholic Beverages)",Accommodation and Food Services,"Bar, Restaurant: full-service",N,49 St Clair Ave WM4V1K6
The St. George's Society,35804287,The St. George's Society of Toronto,1,306-50 Baldwin St,Under $1 Million,,416-597-0220,1834,,Address,,www.stgeorgesto.com,"Toronto Metropolitan Municipality, ON",Mr. Samuel Minniti-Exec Dir,"813210-Grant-Making and Giving Services
813410-Civic and Social Organizations",Services,"Charitable organizations, Association: historical",N,306-50 Baldwin StM5T1L4
The Staffing Exchange Inc.,30913520,The Staffing Exchange Inc.,10,1100-20 Bay St,$1-5 Million,,416-962-8882,2002,,Address,416-962-0285,www.staffingexchange.com,"Toronto Metropolitan Municipality, ON","Mr. Richard Fernandes-Founder/CEO
Ms. Patty Kirk-VP-Ops","561310-Employment Placement Agencies and Executive Search Services
561320-Temporary Help Services","Administrative and Support, Waste Management and Remediation Services","Temporary help service, Permanent help service",N,"1100-20 Bay StToronto,ONM5J2N8"
The Strategic Coach Inc.,82976138,The Strategic Coach Inc.,100,201-33 Fraser Ave,$25-50 Million,,416-531-7399,1999,,Address,416-531-1135,www.strategiccoach.com,"Toronto Metropolitan Municipality, ON",Mr. Dan Sullivan-Co-Owner,541611-Administrative Management and General Management Consulting Services,"Professional, Scientific & Technical Services",Coaching: business & life,N,"201-33 Fraser AveToronto,ONM6K3J9"
The Strategic Counsel,93373167,The Strategic Counsel,15,800-21 St Clair Ave E,$1-5 Million,,416-975-4465,1995,,Address,416-975-1883,www.thestrategiccounsel.com,"Toronto Metropolitan Municipality, ON","Mr. Michael Sullivan-Partner
Mr. Timothy Woolstencroft-Man Partner","541910-Marketing Research and Public Opinion Polling
541611-Administrative Management and General Management Consulting Services","Professional, Scientific & Technical Services","Market research & analysis, Market research: brand management, Market research: internet, Market research: consumer, Communications consultants",N,"800-21 St Clair Ave EToronto,ONM4P2L9"
The Strathcona Hotel,30824371,The Strathcona Hotel,60,60 York St,$1-5 Million,,416-363-3321,1945,Silver Hotel Group100-5830 Campus RdMississaugaONL4V1G2,Address,416-363-4679,www.thestrathconahotel.com,"Toronto Metropolitan Municipality, ON","Mr. Ashok Narula-Gen Mgr
Mr. Deepak Ruparell-Co-Owner",721111-Hotels,Accommodation and Food Services,Hotel operation,N,"60 York StToronto,ONM5J1S8"
The Style Directory,120179802,The Style Directory,1,111-707 Eglinton Ave W,Under $1 Million,,647-272-4232,2013,,Address,,www.thestyledirectory.com,"Toronto Metropolitan Municipality, ON",Ms. Tekoa Sellars-Founder,454110-Electronic Shopping and Mail-Order Houses,Retail,Internet shopping,N,"111-707 Eglinton Ave WToronto,ONM5N1C8"
The Succession Fund LP,68446890,The Succession Fund LP,4,760-141 Adelaide St W,$1-5 Million,,416-867-8090,2000,,Address,416-367-3895,www.successionfund.com,"Toronto Metropolitan Municipality, ON",Mr. Larry Klar-Partner,523930-Investment Advice,Finance,Financial planning services: personal,N,"760-141 Adelaide St WToronto,ONM5H3L5"
The Sultan's Tent & Cafe Moroc,109631147,The Sultan's Tent & Cafe Moroc,43,49 Front St E,N/A,"5,500",416-961-0601,2003,,Address,416-961-7744,www.thesultanstent.com,"Toronto Metropolitan Municipality, ON",Mr. Luigi Panigas-Man Dir,722511-Full-Service Restaurants,Accommodation and Food Services,Restaurant: full-service,N,"49 Front St EToronto,ONM5E1B3"
The Swatch Group Canada Ltd.,18965824,The Swatch Group Canada Ltd.,55,1107-555 Richmond St W,$50-75 Million,"10,000",416-703-1667,1993,,Address,416-703-0797,www.swatchgroup.com,"Toronto Metropolitan Municipality, ON","Mr. Nick Afloroaei-Dir-Fin
Mr. Ian Charbonneau-Brand Mgr-Longines
Mr. Hazem Sbayteh-Country Mgr",414410-Jewellery and Watch Merchant Wholesalers,"Distributor
Wholesaler",Watches,N,"1107-555 Richmond St WToronto,ONM5V3B1"
The Sweeney Agency Inc.,76896996,The Sweeney Agency Inc.,7,323 Seaton St,Under $1 Million,,416-925-3123,2003,,Address,416-925-3650,www.thesweeneyagency.com,"Toronto Metropolitan Municipality, ON",Mr. Derek Sweeney-Dir,"711410-Agents and Managers for Artists, Athletes, Entertainers and Other Public Figures","Arts, Entertainment and Recreation",Agents for public speakers,N,"323 Seaton StToronto,ONM5A2T6"
The Talent House Inc.,19057563,The Talent House Inc.,10,204-500A A Bloor St W,Under $1 Million,"1,800",416-960-9686,1984,,Address,416-960-2314,www.talenthouse.ca,"Toronto Metropolitan Municipality, ON","Mr. Bruce Dean-Pres
Mr. Tom Mallon-Agent
Mr. Jonathan Randall-Agent","711410-Agents and Managers for Artists, Athletes, Entertainers and Other Public Figures","Arts, Entertainment and Recreation",Talent agency,N,"204-500A A Bloor St W2nd floorToronto,ONM5S1Y3"
The Tate Group Inc.,92517922,The Tate Group Inc.,10,11-1444 Dupont St,$5-10 Million,,416-504-8047,1993,,Address,416-504-8067,www.thetategroup.com,"Toronto Metropolitan Municipality, ON",Mr. Stan Flemming-Owner,"418990-All Other Merchant Wholesalers
414110-Clothing and Clothing Accessories Merchant Wholesalers",Distributor,"Travel accessories, Bags: cosmetic, Clothing accessories",N,"11-1444 Dupont StToronto,ONM6P4H3"
The Teresa Group,35866568,The Teresa Group,6,104-124 Merton St,Under $1 Million,,416-596-7703,1990,,Address,416-596-7910,www.teresagroup.ca,"Toronto Metropolitan Municipality, ON",Ms. Nicci Stein-Exec Dir,"813210-Grant-Making and Giving Services
813910-Business Associations",Services,"Association: non-profit, Association: HIV/AIDS",N,"104-124 Merton StToronto,ONM4S2Z2"
The Thomson Reuters Corp,18754102,The Thomson Reuters Corporation,,400-333 Bay St,N/A,,416-687-7500,1977,,Address,416-687-7744,www.thomsonreuters.com,"Toronto Metropolitan Municipality, ON","Ms. Virginia Biggs-Dir-Fin
Ms. Paula Monaghan-VP-Fin/Controller",551113-Holding Companies,Services,Holding company,N,"400-333 Bay StToronto,ONM5H2R2Parent Company:The Thomson Reuters Corporation3 Times SquareNew YorkNY10026United States"
The Toa Reinsurance Co.,31476634,The Toa Reinsurance Company of America,5,1700-55 University Ave,$1-5 Million,,416-366-5888,1999,,Address,416-366-7444,www.toare.com,"Toronto Metropolitan Municipality, ON","Mr. Peter Harding-VP-Underwriting
Ms. Caroline Kane-Sr VP/Chief Agent Cda
Ms. Klara Raspor-Admin","524135-Liability Reinsurance Carriers
524134-Property Reinsurance Carriers",Insurance,"Reinsurance: property, Reinsurance: liability",N,"1700-55 University AveToronto,ONM5J2H7"
The Toronto Terminals Railway,30828117,The Toronto Terminals Railway Company Limited,20,1400-50 Bay St,$1-5 Million,"1,200",416-864-3440,1906,,Address,416-864-3487,www.ttrly.com,"Toronto Metropolitan Municipality, ON","Ms. Nicole Arantes-Office Admin
Mr. George Huggins-Dir-Ops",237990-Other Heavy and Civil Engineering Construction,Construction,"Construction contractors: railroad, Railroad construction",N,1400-50 Bay StM5J3A5
The Traveller Inc.,37224269,The Traveller Inc.,20,710-40 University Ave,$1-5 Million,,416-304-1223,1993,,Address,416-304-1226,www.thetravellerinc.com,"Toronto Metropolitan Municipality, ON",Mr. Angelo Kioussis-Pres,"711329-Sports Presenters and Other Presenters without Facilities
561510-Travel Agencies","Administrative and Support, Waste Management and Remediation Services
Arts, Entertainment and Recreation","Travel meetings & incentives, Event management services: travel",N,"710-40 University AveToronto,ONM5J1T1"
The Ultimate Printing Company,34173013,The Ultimate Printing Company Inc. (THE UPC),14,103-100 University Ave,$1-5 Million,"10,000",416-203-3186,2003,,Address,416-203-3189,www.theupctoronto.ca,"Toronto Metropolitan Municipality, ON",Mr. Zahir Salehmohamed-CEO,"323119-Other Printing
323114-Quick Printing
323120-Support Activities for Printing
323115-Digital Printing
561430-Business Service Centres","Manufacturer
Administrative and Support, Waste Management and Remediation Services","Printing: commercial, Printing: large format, Photocopying, Mounting services: printing, Laminating, Bookbinding & related work",N,"103-100 University AveToronto,ONM5J1V6"
The Unicorn Pub,19096751,The Unicorn Pub,10,175 Eglinton Ave E,N/A,,416-482-0115,1980,,Address,416-482-6483,www.theunicornpub.com,"Toronto Metropolitan Municipality, ON",Mr. Armando Luca-Ops Mgr,"722410-Drinking Places (Alcoholic Beverages)
722511-Full-Service Restaurants",Accommodation and Food Services,"Restaurant: full-service, Pub",N,"175 Eglinton Ave EToronto,ONM4P1J4"
